token_id,rarity_score,last_sale_price,price,priceUsd,preds,resids,abs_resids
8433,82.29374709006649,6.969,5.4,13602.999314214872,13987.425261216224,-384.42594700135123,384.42594700135123
2763,85.77509592481118,0.208,0.2,905.8154895678114,1289.8910391045993,-384.0755495367879,384.0755495367879
1488,128.2713794795744,0.079,0.09,351.144743399424,735.0320360328136,-383.8872926333896,383.8872926333896
6369,93.82054200858892,1.1,1.1,2777.6558367619514,2393.800414801121,383.8554219608304,383.8554219608304
5898,111.41615318083642,0.152,0.162,767.3822702505126,1151.0694341102837,-383.6871638597711,383.6871638597711
6716,70.8325254490065,0.209,0.17,804.4468854468429,1188.0471648748835,-383.6002794280406,383.6002794280406
7561,88.55330739103519,0.172,0.181,780.6568675782339,1164.1949501485058,-383.53808257027185,383.53808257027185
5724,71.44814304216767,0.305,0.33,805.1908841663139,1188.6095079148013,-383.41862374848733,383.41862374848733
3604,55.17597495610634,0.11,0.149,558.7911714311085,942.1812784739096,-383.3901070428011,383.3901070428011
883,48.20651195320126,0.75,0.61,1770.251917498059,1387.8190984109535,382.4328190871054,382.4328190871054
2014,66.30025892608909,0.185,0.194,917.9408447103856,535.5570268843478,382.3838178260378,382.3838178260378
4243,33.43835066886249,0.23,0.17,775.6065381992757,1157.352956295737,-381.7464180964612,381.7464180964612
7991,61.00776966774763,1.98,0.21,957.8983035816688,1339.2428348567269,-381.3445312750581,381.3445312750581
6434,53.31451526914625,6.0,6.0,15114.443682460971,15495.620723273576,-381.1770408126049,381.1770408126049
2488,194.624862401256,0.195,0.197,925.7695274668272,1306.7986064749796,-381.0290790081524,381.0290790081524
5405,130.833668792182,0.2,0.24,1086.9785874813736,1467.8820976757813,-380.9035101944078,380.9035101944078
2298,42.1087948195015,0.79,0.09,356.8819174017608,737.7807037534418,-380.898786351681,380.898786351681
9532,16.73963256164591,0.3,0.235,730.7094424572017,1111.3077298438004,-380.5982873865987,380.5982873865987
6845,36.28884137075143,0.175,0.1799,746.2801185961333,1126.8610666417994,-380.5809480456661,380.5809480456661
4881,71.60779743605036,0.309,0.3169,913.985360583032,1294.5499192275897,-380.5645586445577,380.5645586445577
2464,87.41083738443447,0.248,0.24,785.7261957385424,1166.109558732575,-380.3833629940325,380.3833629940325
6061,66.3608215699034,5.5,4.2,10580.11057772268,10960.463011365075,-380.3524336423943,380.3524336423943
9758,134.97370810005907,0.0689,0.085,317.5801879152384,697.5347384980895,-379.9545505828511,379.9545505828511
3691,42.50719569890968,0.35,0.37,955.3020992425528,1334.9852792024026,-379.6831799598498,379.6831799598498
1277,109.39780325181336,0.079,0.08,250.95857205654272,630.641205536436,-379.6826334798933,379.6826334798933
2618,52.7047678399104,0.3,0.188,890.5423876981259,1270.1965191143665,-379.6541314162406,379.6541314162406
4797,73.37257301906325,1.1,1.1,2777.6558367619514,2398.142038515548,379.51379824640344,379.51379824640344
6863,52.710547254551926,0.25,0.21,960.9367894476032,1340.4434502551726,-379.50666080756935,379.50666080756935
7442,56.44010156559919,0.62,0.65,1887.999366492752,1508.5354533868986,379.4639131058534,379.4639131058534
7277,57.796783711349626,0.06,0.052,148.72295224797094,528.0560389323041,-379.3330866843331,379.3330866843331
8557,46.76190419613474,0.32,0.3,958.7935620393775,1338.025226749071,-379.2316647096934,379.2316647096934
6749,76.33404802766876,0.59,0.59,1710.512576526383,1331.324056340944,379.1885201854391,379.1885201854391
2762,83.40267954347912,0.18,0.209,652.5442996509385,1031.4050378358124,-378.860738184874,378.860738184874
7262,280.4168796368152,0.389,0.5,2307.699610019163,2686.4868676136643,-378.78725759450117,378.78725759450117
8299,47.31444555975786,0.175,0.169,698.80406622575,1077.433700674832,-378.6296344490819,378.6296344490819
9100,110.0622976546535,0.196,0.198,621.9262091967192,1000.2275891831007,-378.30137998638145,378.30137998638145
4115,147.6181521303342,0.26,0.2959,1365.6966292093407,987.4406142136538,378.2560149956869,378.2560149956869
3751,76.32744477301303,0.19,0.21,698.7915989184532,1076.9326202873922,-378.14102136893894,378.14102136893894
449,47.45675084878313,0.144,0.152,720.012994309123,1097.8209956196838,-377.8080013105608,377.8080013105608
564,139.5167761197042,0.299,0.11,438.9167315880088,816.4077421590271,-377.49101057101825,377.49101057101825
9480,62.224979089627766,0.18,0.175,770.7904493793196,1148.205839177117,-377.4153897977974,377.4153897977974
6428,225.08074138741227,0.077,0.077,312.0362504584705,-65.32601028598287,377.36226074445335,377.36226074445335
6920,80.26994286077102,1.25,1.03,2600.8959198771,2223.6428926715016,377.2530272055983,377.2530272055983
8153,129.4988257235153,5.88,5.95,14988.489985107128,14611.916742027173,376.5732430799544,376.5732430799544
