token_id,1of1_rarity,watch_rarity,background_rarity,beard_rarity,chain_rarity,eyes_rarity,hat_over_headphones_rarity,hat_under_headphones_rarity,headphones_rarity,long_hair_rarity,mouth_rarity,shirt_rarity,short_hair_rarity,smoke_rarity,type_rarity
2797,0.0,0.1954,0.1956,0.0,0.0,0.0,0.0,0.0,0.2421,0.0,0.7936,0.0565,0.0,0.381,0.5916
2798,0.0,0.1459,0.1974,0.1036,0.0,0.0526,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.5916
2799,0.0,0.1006,0.1974,0.0,0.0,0.0526,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.5916
2800,0.0,0.0518,0.1846,0.0,0.0395,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.5916
2801,0.0,0.0761,0.2023,0.0,0.0,0.0547,0.0,0.0,0.0532,0.0,0.7936,0.0094,0.0,0.381,0.5916
2802,0.0,0.1459,0.1846,0.0,0.0,0.0293,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.5916
2803,0.0,0.0472,0.2023,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0675,0.0,0.0747,0.3958
2804,0.0,0.0,0.2075,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0,0.3735,0.5916
2805,0.0,0.0555,0.2075,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0224,0.381,0.5916
2806,0.0,0.0518,0.1956,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0675,0.0,0.3735,0.3958
2807,0.0,0.1006,0.2075,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0361,0.0348,0.381,0.5916
2808,0.0,0.032,0.1974,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0752,0.2064,0.0425,0.0,0.0,0.3958
2809,0.0,0.1459,0.2023,0.0,0.0,0.7254,0.0,0.0135,0.3949,0.0,0.2064,0.0425,0.0,0.3735,0.3958
2810,0.0,0.032,0.1956,0.0,0.0,0.7254,0.0,0.0208,0.104,0.0,0.2064,0.0,0.0,0.3735,0.5916
2811,0.0,0.1954,0.2075,0.0,0.0,0.7254,0.0,0.0,0.0274,0.0,0.7936,0.0,0.0,0.381,0.3958
2812,0.0,0.1459,0.1974,0.0,0.0,0.0,0.0,0.0,0.0274,0.0,0.2064,0.0551,0.0,0.0,0.5916
2813,0.0,0.1006,0.1846,0.0,0.0,0.7254,0.0,0.0,0.104,0.0,0.2064,0.0,0.0,0.3735,0.3958
2814,0.0,0.1459,0.1846,0.0,0.0,0.0342,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0221,0.381,0.5916
2815,0.0,0.0555,0.2075,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0,0.3735,0.3958
2816,0.0,0.032,0.1846,0.0,0.0,0.0,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0,0.3735,0.3958
2817,0.0,0.0761,0.1974,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.2064,0.0675,0.0,0.381,0.5916
2818,0.0,0.1954,0.1974,0.0,0.0,0.7254,0.0,0.0,0.104,0.1839,0.7936,0.0551,0.0,0.3735,0.5916
2819,0.0,0.0,0.1846,0.0,0.0,0.7254,0.0,0.0,0.104,0.0,0.7936,0.0,0.0068,0.3735,0.3958
2820,0.0,0.1954,0.1974,0.0,0.0,0.7254,0.0,0.0,0.104,0.1839,0.2064,0.0,0.0,0.3735,0.5916
2821,0.0,0.1459,0.2023,0.0,0.0,0.0,0.0,0.0,0.2421,0.1839,0.7936,0.0611,0.0,0.0,0.5916
2822,0.0,0.1954,0.1956,0.0,0.0,0.7254,0.0,0.0,0.0732,0.0,0.7936,0.0,0.0074,0.381,0.3958
2823,0.0,0.0,0.1956,0.0,0.0,0.7254,0.0,0.0,0.0732,0.0,0.7936,0.0,0.0,0.3735,0.3958
2824,0.0,0.0325,0.2023,0.0,0.0,0.0293,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0172,0.0747,0.3958
2825,0.0,0.1954,0.1974,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.2064,0.0,0.0,0.3735,0.3958
2826,0.0,0.1459,0.1956,0.0,0.0,0.7254,0.0,0.0,0.104,0.1839,0.2064,0.0,0.0,0.0747,0.5916
2827,0.0,0.1954,0.2075,0.0,0.0,0.7254,0.0,0.012,0.0532,0.0,0.7936,0.0,0.0,0.3735,0.5916
2828,0.0,0.1954,0.0028,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0565,0.0,0.381,0.0028
2829,0.0,0.1459,0.1846,0.0,0.0,0.0613,0.0,0.0,0.104,0.0,0.7936,0.0675,0.0,0.381,0.5916
2830,0.0,0.1954,0.2023,0.0,0.0,0.7254,0.0,0.0097,0.104,0.0,0.7936,0.0,0.0,0.3735,0.5916
2831,0.0,0.0083,0.1974,0.0,0.0,0.0293,0.0,0.0,0.0879,0.1839,0.2064,0.0,0.0,0.3735,0.3958
2832,0.0,0.1459,0.2023,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0,0.0,0.3958
2833,0.0,0.0472,0.1956,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.0,0.3958
2834,0.0,0.1006,0.1974,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0752,0.2064,0.0565,0.0,0.3735,0.3958
2835,0.0,0.0761,0.2075,0.0,0.0,0.7254,0.0,0.0135,0.0732,0.0,0.7936,0.0,0.0,0.381,0.5916
2836,0.0,0.0,0.2075,0.0,0.0,0.0342,0.0,0.0,0.0532,0.0,0.7936,0.0,0.0,0.381,0.5916
2837,0.0,0.1006,0.1974,0.0,0.0,0.7254,0.0,0.0103,0.3949,0.0,0.7936,0.0097,0.0,0.381,0.5916
2838,0.0,0.1006,0.1974,0.0,0.0095,0.7254,0.0,0.0,0.0532,0.1839,0.7936,0.0,0.0,0.3735,0.5916
2839,0.0,0.0,0.1974,0.0,0.0,0.7254,0.0,0.0208,0.2421,0.0,0.2064,0.0565,0.0,0.3735,0.5916
2840,0.0,0.1954,0.2023,0.0,0.0,0.7254,0.0,0.0103,0.2421,0.0,0.7936,0.0,0.0,0.0,0.5916
2841,0.0,0.0518,0.1974,0.0,0.0,0.7254,0.0,0.0097,0.3949,0.0,0.7936,0.0565,0.0,0.3735,0.5916
2842,0.0,0.0518,0.1846,0.0,0.0,0.0342,0.0,0.0104,0.2421,0.0,0.7936,0.0,0.0,0.3735,0.5916
2843,0.0,0.0,0.1974,0.0,0.0,0.7254,0.0,0.019,0.2421,0.0,0.7936,0.0,0.0,0.3735,0.5916
2844,0.0,0.1459,0.1974,0.0,0.0,0.7254,0.0,0.0,0.0879,0.0,0.2064,0.0675,0.0272,0.381,0.5916
2845,0.0,0.0,0.1846,0.0,0.0,0.7254,0.0,0.0,0.104,0.0,0.7936,0.0425,0.0,0.381,0.5916
2846,0.0,0.1954,0.2023,0.0,0.0,0.7254,0.0,0.0,0.0879,0.0,0.7936,0.0565,0.0,0.3735,0.5916
2847,0.0,0.0,0.1956,0.0,0.0,0.7254,0.0,0.0,0.2421,0.1839,0.7936,0.0361,0.0,0.0,0.5916
2848,0.0,0.1459,0.1974,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0752,0.7936,0.0,0.0,0.3735,0.5916
2849,0.0,0.0,0.1846,0.0,0.0,0.7254,0.0,0.0,0.0879,0.1839,0.2064,0.0565,0.0,0.0,0.5916
2850,0.0,0.0325,0.2075,0.0,0.0,0.7254,0.0,0.0,0.0532,0.0,0.7936,0.0,0.0348,0.3735,0.5916
2851,0.0,0.0,0.2075,0.0,0.0,0.0526,0.0,0.0,0.3949,0.0,0.2064,0.0551,0.0,0.3735,0.3958
2852,0.0,0.0,0.2023,0.0,0.0,0.7254,0.0,0.0,0.0879,0.0,0.7936,0.0,0.0,0.3735,0.5916
2853,0.0,0.0518,0.1956,0.0,0.0,0.0342,0.0,0.0,0.2421,0.1839,0.7936,0.0425,0.0,0.381,0.5916
2854,0.0,0.1954,0.1974,0.0,0.0,0.0547,0.0,0.0,0.0879,0.0752,0.7936,0.0,0.0,0.381,0.5916
2855,0.0,0.1459,0.2023,0.0,0.0,0.7254,0.0,0.0,0.0732,0.1839,0.7936,0.0,0.0,0.381,0.5916
2856,0.0,0.1954,0.2075,0.0,0.0,0.7254,0.0,0.0,0.0732,0.1839,0.7936,0.0,0.0,0.381,0.5916
2857,0.0,0.0761,0.1956,0.0,0.0,0.7254,0.0,0.0082,0.2421,0.1839,0.7936,0.0,0.0,0.0,0.3958
2858,0.0,0.0325,0.1956,0.0,0.0395,0.7254,0.0,0.0,0.3949,0.0,0.2064,0.0,0.0,0.3735,0.5916
2859,0.0,0.1954,0.1956,0.0,0.0,0.0293,0.0,0.0,0.3949,0.0,0.2064,0.0551,0.0074,0.3735,0.5916
2860,0.0,0.0,0.1974,0.0,0.0,0.7254,0.0058,0.0,0.0,0.0,0.7936,0.0326,0.0,0.3735,0.3958
2861,0.0,0.1459,0.2075,0.0,0.0,0.7254,0.0,0.0,0.104,0.0,0.7936,0.0565,0.0348,0.381,0.5916
2862,0.0,0.0555,0.2075,0.0,0.0,0.7254,0.0,0.0088,0.0879,0.1839,0.7936,0.0,0.0,0.3735,0.5916
2863,0.0,0.0761,0.1974,0.0,0.0,0.7254,0.0,0.0,0.104,0.1839,0.7936,0.0,0.0,0.3735,0.5916
2864,0.0,0.0,0.1956,0.0,0.0,0.7254,0.0,0.0101,0.3949,0.0,0.7936,0.0551,0.0,0.381,0.5916
2865,0.0,0.1006,0.1956,0.0,0.0,0.7254,0.0,0.0,0.0732,0.0,0.7936,0.0,0.0,0.3735,0.5916
2866,0.0,0.1459,0.2075,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.2064,0.0192,0.0,0.381,0.5916
2867,0.0,0.1954,0.2023,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.2064,0.0,0.0076,0.3735,0.5916
2868,0.0,0.0,0.1974,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0326,0.0,0.3735,0.3958
2869,0.0,0.032,0.1956,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0675,0.0074,0.381,0.3958
2870,0.0,0.0,0.2075,0.0,0.0,0.7254,0.0,0.0,0.104,0.1839,0.7936,0.0425,0.0,0.381,0.5916
2871,0.0,0.1954,0.1974,0.0,0.0,0.0293,0.0,0.0,0.104,0.1839,0.7936,0.0551,0.0,0.3735,0.3958
2872,0.0,0.1954,0.1846,0.0,0.0,0.7254,0.0,0.0,0.104,0.1839,0.7936,0.0,0.0,0.381,0.5916
2873,0.0,0.032,0.1846,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0326,0.0076,0.0,0.3958
2874,0.0,0.1459,0.2023,0.0,0.0,0.7254,0.0,0.0319,0.2421,0.0,0.7936,0.0215,0.0,0.0747,0.5916
2875,0.0,0.0083,0.1846,0.0,0.0,0.0613,0.0,0.0,0.0732,0.0,0.7936,0.0,0.0,0.0,0.3958
2876,0.0,0.0555,0.2023,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.2064,0.0565,0.0221,0.0,0.3958
2877,0.0,0.1006,0.1846,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0611,0.0,0.381,0.5916
2878,0.0,0.0082,0.2023,0.0,0.0,0.7254,0.0,0.0109,0.3949,0.0,0.7936,0.0097,0.0,0.3735,0.5916
2879,0.0,0.0,0.2023,0.0,0.0,0.7254,0.0,0.0,0.2421,0.1839,0.7936,0.0302,0.0,0.381,0.3958
2880,0.0,0.0,0.2075,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.381,0.5916
2881,0.0,0.0,0.1974,0.0,0.0395,0.7254,0.0,0.0,0.0732,0.0,0.7936,0.0,0.0,0.381,0.3958
2882,0.0,0.1006,0.2075,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.0,0.5916
2883,0.0,0.1459,0.1974,0.0,0.0,0.0613,0.0,0.0,0.104,0.0,0.2064,0.0551,0.0,0.0,0.3958
2884,0.0,0.1954,0.1974,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0551,0.0,0.3735,0.3958
2885,0.0,0.1006,0.1956,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.3958
2886,0.0,0.0,0.2023,0.0,0.0,0.7254,0.0,0.0,0.104,0.1839,0.2064,0.0425,0.0,0.0747,0.3958
2887,0.0,0.0472,0.1974,0.0,0.0,0.0547,0.0,0.0208,0.0879,0.1839,0.7936,0.0,0.0,0.381,0.5916
2888,0.0,0.1954,0.1974,0.0,0.0,0.0547,0.0,0.0124,0.0732,0.0752,0.2064,0.0,0.0,0.0,0.5916
2889,0.0,0.1954,0.1974,0.0,0.0395,0.7254,0.0,0.0,0.3949,0.0752,0.7936,0.0,0.0,0.3735,0.5916
2890,0.0,0.1954,0.1974,0.0,0.0,0.7254,0.0,0.0,0.0879,0.1839,0.7936,0.0326,0.0,0.381,0.5916
2891,0.0,0.0,0.2023,0.0,0.0,0.7254,0.0,0.0,0.0879,0.0,0.7936,0.0,0.0,0.0,0.5916
2892,0.0,0.0555,0.2075,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0565,0.0,0.3735,0.5916
2893,0.0,0.1954,0.1974,0.0,0.0,0.7254,0.0,0.0,0.104,0.0,0.7936,0.0551,0.0,0.3735,0.3958
2894,0.0,0.1459,0.2075,0.0,0.0,0.7254,0.0,0.0108,0.104,0.1839,0.7936,0.0,0.0,0.381,0.5916
2895,0.0,0.0,0.1956,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0551,0.0221,0.381,0.5916
2896,0.0,0.1954,0.2075,0.0,0.0,0.0293,0.0,0.0,0.2421,0.0,0.2064,0.0302,0.0,0.0747,0.3958
2897,0.0,0.1006,0.1974,0.0,0.0,0.0526,0.0,0.0,0.0732,0.0,0.7936,0.0,0.0,0.381,0.3958
2898,0.0,0.032,0.1974,0.1036,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0199,0.3735,0.5916
2899,0.0,0.0325,0.2023,0.1036,0.0,0.7254,0.0,0.0084,0.0732,0.0752,0.7936,0.0,0.0,0.0,0.5916
2900,0.0,0.1954,0.2023,0.0,0.0,0.0547,0.0,0.0046,0.3949,0.0,0.7936,0.0551,0.0,0.3735,0.5916
2901,0.0,0.1006,0.2075,0.1036,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0611,0.0,0.0,0.5916
2902,0.0,0.0,0.2023,0.0,0.0395,0.7254,0.0,0.0,0.104,0.1839,0.7936,0.0,0.0,0.381,0.3958
2903,0.0,0.0472,0.1974,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.2064,0.0192,0.0,0.0,0.3958
2904,0.0,0.0,0.1846,0.1036,0.0,0.7254,0.0,0.0,0.0732,0.1839,0.7936,0.0,0.0,0.3735,0.5916
2905,0.0,0.1459,0.1956,0.0,0.0,0.7254,0.0,0.0108,0.2421,0.0,0.7936,0.0551,0.0,0.381,0.5916
2906,0.0,0.1954,0.1956,0.0,0.0,0.0613,0.0,0.0085,0.104,0.0,0.2064,0.0565,0.0,0.3735,0.5916
2907,0.0,0.0,0.1974,0.0,0.0,0.0526,0.0,0.0,0.3949,0.0,0.7936,0.0675,0.0,0.0747,0.5916
2908,0.0,0.0083,0.1956,0.0,0.0,0.7254,0.0,0.0208,0.3949,0.0,0.7936,0.0675,0.0,0.0747,0.5916
2909,0.0,0.0,0.1846,0.0,0.0,0.7254,0.0146,0.0,0.3949,0.0,0.7936,0.0,0.0,0.0,0.3958
2910,0.0,0.1954,0.1956,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0565,0.0,0.381,0.5916
2911,0.0,0.0761,0.1974,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0,0.381,0.5916
2912,0.0,0.0555,0.2075,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.2064,0.0675,0.0,0.381,0.5916
2913,0.0,0.0,0.1974,0.0,0.0,0.7254,0.0,0.0046,0.3949,0.0,0.7936,0.0675,0.0,0.0,0.3958
2914,0.0,0.1006,0.2023,0.0,0.0,0.7254,0.0,0.0,0.0274,0.0,0.7936,0.0,0.0152,0.0,0.3958
2915,0.0,0.1006,0.2023,0.0,0.0,0.7254,0.0,0.0108,0.2421,0.1839,0.7936,0.0,0.0,0.3735,0.3958
2916,0.0,0.1954,0.1956,0.0,0.0,0.7254,0.0,0.0,0.0732,0.0,0.7936,0.0,0.0152,0.381,0.5916
2917,0.0,0.0761,0.2075,0.0,0.0,0.7254,0.0,0.0101,0.0879,0.0,0.2064,0.0326,0.0,0.3735,0.3958
2918,0.0,0.0,0.2075,0.0,0.0,0.0547,0.0,0.0,0.3949,0.0,0.7936,0.0302,0.0,0.381,0.5916
2919,0.0,0.032,0.2023,0.0,0.0,0.7254,0.0,0.0,0.0532,0.1839,0.7936,0.0425,0.0,0.0,0.5916
2920,0.0,0.0,0.1846,0.0,0.0,0.7254,0.0,0.0109,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.5916
2921,0.0,0.0,0.2023,0.0,0.0,0.0547,0.0,0.012,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.3958
2922,0.0,0.0,0.2075,0.0,0.0,0.0613,0.0,0.0,0.2421,0.0,0.7936,0.0361,0.0172,0.0,0.3958
2923,0.0,0.1954,0.1974,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.7936,0.0,0.0,0.0,0.5916
2924,0.0,0.1459,0.1846,0.0,0.0,0.0526,0.0,0.0,0.0879,0.0,0.7936,0.0,0.0348,0.0,0.5916
2925,0.0,0.1006,0.2023,0.0,0.0,0.7254,0.0,0.0,0.2421,0.1839,0.7936,0.0094,0.0,0.3735,0.3958
2926,0.0,0.032,0.2023,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0611,0.0,0.3735,0.3958
2927,0.0,0.0472,0.1956,0.0,0.0,0.0526,0.0,0.0319,0.2421,0.1839,0.7936,0.0,0.0,0.3735,0.5916
2928,0.0,0.1954,0.1956,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0611,0.0152,0.0747,0.3958
2929,0.0,0.1954,0.1846,0.0,0.0,0.7254,0.0,0.0046,0.0879,0.1839,0.7936,0.0,0.0,0.0747,0.3958
2930,0.0,0.1954,0.2023,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.2064,0.0302,0.0068,0.381,0.5916
2931,0.0,0.0518,0.2075,0.0,0.0,0.0547,0.0,0.0,0.2421,0.1839,0.7936,0.0,0.0,0.0747,0.3958
2932,0.0,0.0,0.2075,0.0,0.0,0.7254,0.0,0.0319,0.3949,0.0,0.2064,0.0,0.0,0.0,0.3958
2933,0.0,0.1954,0.1956,0.0,0.0,0.7254,0.0,0.0097,0.104,0.0,0.7936,0.0551,0.0,0.0,0.5916
2934,0.0,0.1954,0.1956,0.0,0.0,0.7254,0.0,0.0088,0.0732,0.0,0.7936,0.0,0.0,0.0,0.5916
2935,0.0,0.0,0.1974,0.0,0.0,0.0547,0.0,0.0,0.0879,0.0,0.7936,0.0,0.0,0.3735,0.3958
2936,0.0,0.1954,0.1974,0.1036,0.0,0.0613,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.3958
2937,0.0,0.1954,0.1956,0.0,0.0,0.7254,0.0,0.0101,0.0532,0.0,0.7936,0.0326,0.0,0.3735,0.5916
2938,0.0,0.0761,0.1956,0.0,0.0,0.7254,0.0,0.0101,0.3949,0.0,0.7936,0.0,0.0,0.0747,0.5916
2939,0.0,0.1006,0.1974,0.0,0.0,0.7254,0.0,0.0041,0.2421,0.0,0.2064,0.0551,0.0,0.381,0.5916
2940,0.0,0.1006,0.2075,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.2064,0.0,0.0348,0.0,0.5916
2941,0.0,0.0761,0.1846,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.2064,0.0611,0.0,0.0747,0.5916
2942,0.0,0.1954,0.2075,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0097,0.0,0.381,0.5916
2943,0.0,0.1954,0.1956,0.1036,0.0395,0.7254,0.0,0.0,0.2421,0.1839,0.7936,0.0,0.0,0.381,0.3958
2944,0.0,0.1954,0.1956,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0348,0.0,0.5916
2945,0.0,0.1459,0.2023,0.0,0.0,0.7254,0.0,0.0,0.0274,0.0,0.7936,0.0,0.0,0.381,0.3958
2946,0.0,0.0555,0.1956,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0,0.381,0.5916
2947,0.0,0.1459,0.2075,0.0,0.0095,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.0,0.5916
2948,0.0,0.0,0.2075,0.0,0.0,0.7254,0.0,0.0,0.104,0.0,0.7936,0.0192,0.0,0.381,0.5916
2949,0.0,0.1459,0.1846,0.0,0.0,0.7254,0.0,0.0,0.0879,0.0,0.7936,0.0215,0.0,0.381,0.5916
2950,0.0,0.0,0.1846,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0675,0.0172,0.0,0.5916
2951,0.0,0.032,0.1846,0.0,0.0395,0.0547,0.0058,0.0,0.0,0.1839,0.2064,0.0,0.0,0.0,0.3958
2952,0.0,0.1954,0.1846,0.0,0.0,0.0342,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.381,0.5916
2953,0.0,0.0,0.1956,0.0,0.0,0.7254,0.0,0.0,0.2421,0.1839,0.7936,0.0,0.0,0.381,0.5916
2954,0.0,0.0518,0.1846,0.0,0.0,0.7254,0.0,0.0088,0.0732,0.0,0.7936,0.0,0.0,0.381,0.5916
2955,0.0,0.0,0.2023,0.0,0.0,0.7254,0.0,0.0,0.104,0.1839,0.7936,0.0,0.0,0.0747,0.5916
2956,0.0,0.0518,0.1956,0.0,0.0,0.0526,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.0,0.3958
2957,0.0,0.1006,0.1846,0.1036,0.0,0.7254,0.0,0.0,0.3949,0.0,0.2064,0.0302,0.0,0.3735,0.5916
2958,0.0,0.0,0.2075,0.0,0.0,0.0547,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0152,0.3735,0.3958
2959,0.0,0.0555,0.1846,0.0,0.0,0.7254,0.0,0.0,0.2421,0.1839,0.2064,0.0,0.0,0.3735,0.3958
2960,0.0,0.0472,0.1956,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.2064,0.0,0.0,0.0747,0.3958
2961,0.0,0.1954,0.2075,0.0,0.0,0.7254,0.0,0.0,0.0274,0.0,0.7936,0.0,0.0,0.0,0.5916
2962,0.0,0.1459,0.1956,0.0,0.0,0.0,0.0,0.0,0.104,0.1839,0.7936,0.0,0.0,0.0,0.5916
2963,0.0,0.1954,0.1846,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0752,0.7936,0.0551,0.0,0.381,0.3958
2964,0.0,0.0,0.1974,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0611,0.0348,0.3735,0.3958
2965,0.0,0.01,0.2023,0.0,0.0,0.7254,0.0,0.0,0.0879,0.1839,0.7936,0.0,0.0,0.3735,0.5916
2966,0.0,0.0,0.1846,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0221,0.0,0.3958
2967,0.0,0.0,0.1956,0.0,0.0,0.0526,0.0,0.0,0.3949,0.0,0.2064,0.0551,0.0,0.3735,0.3958
2968,0.0,0.1006,0.1846,0.0,0.0,0.7254,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0,0.3735,0.3958
2969,0.0,0.1459,0.2023,0.0,0.0,0.7254,0.0,0.02,0.104,0.0752,0.7936,0.0,0.0,0.0,0.5916
2970,0.0,0.1459,0.2023,0.1036,0.0,0.7254,0.0,0.0208,0.0732,0.0752,0.7936,0.0,0.0,0.381,0.3958
2971,0.0,0.0555,0.1974,0.0,0.0,0.0,0.0,0.0,0.2421,0.0,0.7936,0.0,0.0,0.381,0.5916
2972,0.0,0.1459,0.2075,0.0,0.0,0.0342,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0224,0.0,0.3958
2973,0.0,0.1954,0.2075,0.0,0.0,0.0526,0.0,0.0121,0.3949,0.0,0.7936,0.0675,0.0,0.381,0.5916
2974,0.0,0.032,0.1956,0.0,0.0,0.0526,0.0,0.0,0.3949,0.0,0.7936,0.0611,0.0,0.3735,0.5916
2975,0.0,0.0,0.2075,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0074,0.3735,0.5916
2976,0.0,0.0,0.2075,0.0,0.0,0.0293,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.3958
2977,0.0,0.0,0.2023,0.0,0.0,0.7254,0.0119,0.0,0.3949,0.0,0.7936,0.0,0.0,0.3735,0.5916
2978,0.0,0.1006,0.1974,0.0,0.0,0.7254,0.0,0.0097,0.2421,0.1839,0.7936,0.0,0.0,0.3735,0.3958
2979,0.0,0.0,0.1974,0.0,0.0,0.7254,0.0,0.0319,0.104,0.0,0.7936,0.0302,0.0,0.3735,0.3958
2980,0.0,0.1954,0.1974,0.1036,0.0,0.7254,0.0,0.0,0.104,0.1839,0.7936,0.0,0.0,0.0,0.3958
2981,0.0,0.0,0.1956,0.0,0.0,0.0,0.0,0.0319,0.104,0.0,0.7936,0.0565,0.0,0.381,0.5916
2982,0.0,0.0,0.2023,0.1036,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0302,0.0199,0.381,0.5916
2983,0.0,0.0761,0.0089,0.0,0.0,0.0089,0.0,0.0088,0.3949,0.0,0.2064,0.0,0.0,0.3735,0.0089
2984,0.0,0.1006,0.1974,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.7936,0.0675,0.0,0.3735,0.3958
2985,0.0,0.1459,0.2075,0.0,0.0,0.7254,0.0,0.0,0.2421,0.1839,0.2064,0.0565,0.0,0.0,0.5916
2986,0.0,0.0555,0.1846,0.0,0.0,0.7254,0.0,0.02,0.3949,0.0,0.7936,0.0675,0.0,0.381,0.3958
2987,0.0,0.1459,0.1846,0.0,0.0395,0.0526,0.0,0.0,0.3949,0.0,0.7936,0.0,0.0,0.381,0.5916
2988,0.0,0.0,0.1974,0.0,0.0,0.0293,0.0,0.0,0.2421,0.0,0.2064,0.0,0.0,0.3735,0.3958
2989,0.0,0.1006,0.1974,0.0,0.0,0.7254,0.0,0.0,0.3949,0.0,0.2064,0.0675,0.0,0.3735,0.5916
2990,0.0,0.0518,0.2023,0.0,0.0,0.7254,0.0,0.0,0.104,0.0,0.2064,0.0675,0.0017,0.0,0.5916
2991,0.0,0.1954,0.1846,0.0,0.0,0.7254,0.0,0.0,0.104,0.0,0.2064,0.0,0.0,0.3735,0.5916
2992,0.0,0.0,0.1956,0.0,0.0,0.7254,0.0143,0.0,0.2421,0.0,0.2064,0.0,0.0,0.3735,0.5916
2993,0.0,0.1006,0.1974,0.1036,0.0,0.7254,0.0,0.0,0.0732,0.1839,0.2064,0.0611,0.0,0.381,0.5916
