token_id,1/1,4:20 watch,background,beard,chain,eyes,hat over headphones,hat under headphones,headphones,long hair,mouth,shirt,short hair,smoke,type
1745,0,sub black,green,full beard,0,regular eyes,0,headband blue/white,black headphones,0,smile,hoodie down blue,0,cig black,charcoal mfer
1746,0,sub black,blue,full beard,0,regular eyes,0,0,green headphones,long hair black,smile,0,0,cig white,plain mfer
1747,0,sub black,yellow,0,0,regular eyes,0,knit pittsburgh,red headphones,long hair black,smile,0,0,cig white,plain mfer
1748,0,sub black,yellow,0,0,regular eyes,0,knit buffalo,white headphones,0,smile,0,0,cig black,plain mfer
1749,0,sub red,yellow,0,0,nerd glasses,0,0,white headphones,long hair black,smile,hoodie down gray,0,cig white,plain mfer
1750,0,sub red,yellow,0,0,regular eyes,0,0,white headphones,long hair black,smile,0,0,cig black,charcoal mfer
1751,0,sub lantern (green),blue,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down white,mohawk blue,cig black,plain mfer
1752,0,argo black,orange,0,0,regular eyes,0,0,black headphones,0,smile,0,messy red,cig black,plain mfer
1753,0,oyster silver,red,0,0,3D glasses,pilot helmet,0,0,0,smile,0,0,cig black,plain mfer
1754,0,oyster silver,orange,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down white,mohawk yellow,cig black,plain mfer
1755,0,0,blue,0,0,regular eyes,0,0,white headphones,0,smile,hoodie down green,0,cig white,plain mfer
1756,0,oyster gold,orange,0,0,regular eyes,0,bandana dark gray,black headphones,0,smile,0,0,pipe,plain mfer
1757,0,oyster silver,yellow,0,0,regular eyes,0,headband green/white,red headphones,0,smile,collared shirt turquoise,0,0,charcoal mfer
1758,0,oyster silver,red,0,0,vr,0,0,gold headphones,long hair black,smile,0,0,cig black,plain mfer
1759,0,sub blue,blue,0,0,regular eyes,0,0,black headphones,0,flat,hoodie down blue,0,cig white,plain mfer
1760,0,0,red,0,0,regular eyes,0,bandana dark gray,black headphones,0,smile,0,0,cig black,charcoal mfer
1761,0,0,red,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down green,0,0,plain mfer
1762,0,oyster silver,orange,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig black,plain mfer
1763,0,0,yellow,0,0,regular eyes,0,0,pink headphones,0,smile,hoodie down pink,messy red,cig white,plain mfer
1764,0,oyster silver,blue,0,0,regular eyes,0,0,pink headphones,long hair black,flat,0,0,cig white,plain mfer
1765,0,0,blue,full beard,0,regular eyes,0,knit san fran,black headphones,0,smile,0,0,cig white,charcoal mfer
1766,0,oyster silver,green,0,0,nerd glasses,0,0,black headphones,long hair yellow,smile,hoodie down gray,0,cig black,plain mfer
1767,0,sub black,green,0,0,vr,0,bandana red,red headphones,long hair yellow,flat,collared shirt green,0,cig white,charcoal mfer
1768,0,sub lantern (green),graveyard,0,gold chain,zombie eyes,0,0,black headphones,long hair yellow,smile,0,0,0,zombie mfer
1769,0,sub cola (blue/red),orange,0,0,nerd glasses,0,0,green headphones,long hair black,smile,collared shirt yellow,0,cig white,plain mfer
1770,0,sub blue,blue,0,0,shades,0,0,green headphones,0,smile,0,messy yellow,cig black,charcoal mfer
1771,0,sub rose,blue,0,0,3D glasses,0,0,blue headphones,long hair black,smile,0,0,pipe,plain mfer
1772,0,0,red,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig white,plain mfer
1773,0,0,blue,0,silver chain,regular eyes,0,0,black headphones,0,flat,0,0,cig white,plain mfer
1774,0,sub red,red,0,0,nerd glasses,0,0,white headphones,0,smile,collared shirt white,0,cig white,charcoal mfer
1775,0,0,yellow,0,0,vr,0,0,white headphones,long hair black,smile,collared shirt green,0,cig black,plain mfer
1776,0,oyster gold,red,0,0,regular eyes,0,0,pink headphones,0,smile,0,0,pipe,plain mfer
1777,0,0,yellow,0,0,regular eyes,0,headband blue/white,pink headphones,0,smile,0,0,cig white,plain mfer
1778,0,sub blue,red,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down green,0,cig black,charcoal mfer
1779,0,oyster silver,yellow,0,0,regular eyes,0,0,pink headphones,long hair black,flat,0,0,cig black,plain mfer
1780,0,sub lantern (green),orange,0,0,purple shades,0,0,white headphones,0,smile,hoodie down pink,mohawk green,cig black,charcoal mfer
1781,0,oyster silver,blue,0,0,shades,0,0,green headphones,long hair black,smile,0,0,0,charcoal mfer
1782,0,sub red,red,0,0,regular eyes,0,beanie monochrome,pink headphones,0,smile,0,0,pipe,charcoal mfer
1783,0,0,yellow,0,0,nerd glasses,0,0,white headphones,0,smile,0,0,cig white,plain mfer
1784,0,0,orange,0,0,shades,0,0,black headphones,0,smile,0,mohawk black,cig white,charcoal mfer
1785,0,sub rose,red,0,0,nerd glasses,0,0,white headphones,long hair black,smile,hoodie down blue,0,cig black,plain mfer
1786,0,sub black,yellow,0,0,eye mask,0,0,green headphones,long hair black,flat,0,0,cig black,charcoal mfer
1787,0,oyster silver,orange,0,0,nerd glasses,0,0,black headphones,0,flat,collared shirt pink,0,cig white,plain mfer
1788,0,sub black,orange,0,0,regular eyes,0,0,pink headphones,0,smile,0,mohawk green,cig white,plain mfer
1789,0,oyster gold,orange,0,0,regular eyes,0,bandana red,black headphones,0,smile,0,0,cig black,plain mfer
1790,0,oyster silver,blue,full beard,0,shades,0,0,white headphones,long hair black,smile,0,0,cig white,plain mfer
1791,0,sub red,blue,0,0,vr,0,0,blue headphones,0,smile,collared shirt pink,0,cig black,charcoal mfer
1792,0,argo black,green,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig white,charcoal mfer
1793,0,sub black,red,0,0,regular eyes,0,0,red headphones,long hair black,smile,collared shirt turquoise,0,cig black,plain mfer
1794,0,0,red,0,0,regular eyes,0,0,black headphones,0,smile,0,0,pipe,charcoal mfer
1795,0,oyster gold,yellow,0,0,regular eyes,0,knit new york,black headphones,0,flat,0,0,cig white,plain mfer
1796,0,sub turquoise,yellow,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down blue,0,0,charcoal mfer
1797,0,oyster gold,red,0,0,regular eyes,0,0,gold headphones,0,smile,collared shirt yellow,mohawk green,pipe,plain mfer
1798,0,sub red,yellow,0,0,nerd glasses,0,0,white headphones,long hair black,smile,0,0,cig black,charcoal mfer
1799,0,oyster silver,blue,0,0,regular eyes,0,0,pink headphones,0,smile,0,0,cig white,plain mfer
1800,0,sub red,red,0,0,regular eyes,0,0,pink headphones,0,smile,hoodie down white,0,cig black,plain mfer
1801,0,sub lantern (green),yellow,0,0,vr,0,0,red headphones,long hair black,smile,0,0,pipe,charcoal mfer
1802,0,oyster silver,yellow,0,0,regular eyes,0,knit pittsburgh,black headphones,0,smile,0,0,cig black,charcoal mfer
1803,0,sub black,red,0,silver chain,regular eyes,0,knit miami,black headphones,long hair yellow,smile,0,0,0,plain mfer
1804,0,sub red,orange,full beard,0,regular eyes,0,0,white headphones,long hair black,smile,0,0,cig black,charcoal mfer
1805,0,sub lantern (green),green,0,0,purple shades,0,0,black headphones,0,smile,0,0,0,plain mfer
1806,0,sub black,orange,0,0,regular eyes,cowboy hat,0,white headphones,0,smile,0,0,cig white,plain mfer
1807,0,0,orange,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down blue,mohawk black,cig white,charcoal mfer
1808,0,oyster silver,blue,0,0,regular eyes,0,0,white headphones,0,smile,0,0,cig black,plain mfer
1809,0,oyster silver,orange,0,gold chain,regular eyes,0,0,blue headphones,0,smile,0,messy red,cig white,plain mfer
1810,0,sub black,blue,full beard,0,regular eyes,hoodie,0,black headphones,0,smile,0,0,pipe,plain mfer
1811,0,0,yellow,0,0,regular eyes,0,bandana dark gray,white headphones,0,smile,hoodie down green,0,cig black,plain mfer
1812,0,sub red,yellow,0,0,3D glasses,0,0,black headphones,0,smile,0,0,0,plain mfer
1813,0,oyster gold,green,0,0,regular eyes,0,0,blue headphones,0,smile,0,mohawk purple,cig black,plain mfer
1814,0,0,yellow,0,silver chain,regular eyes,0,0,green headphones,0,smile,0,0,cig white,charcoal mfer
1815,0,sub lantern (green),green,0,0,regular eyes,0,bandana dark gray,gold headphones,0,smile,0,0,0,charcoal mfer
1816,0,sub rose,blue,0,0,regular eyes,0,0,green headphones,0,smile,0,0,0,charcoal mfer
1817,0,sub black,green,0,0,vr,0,0,black headphones,0,flat,collared shirt green,0,cig white,plain mfer
1818,0,0,orange,0,0,regular eyes,cowboy hat,0,black headphones,0,smile,0,0,cig white,charcoal mfer
1819,0,sub black,orange,0,0,3D glasses,0,0,pink headphones,long hair yellow,flat,0,0,cig black,plain mfer
1820,0,oyster silver,blue,0,0,nerd glasses,0,0,black headphones,0,smile,collared shirt blue,mohawk yellow,cig black,plain mfer
1821,0,0,yellow,0,0,regular eyes,0,0,black headphones,0,flat,0,0,0,charcoal mfer
1822,0,oyster gold,green,0,0,regular eyes,0,knit new york,black headphones,0,smile,0,0,cig white,charcoal mfer
1823,0,sub red,graveyard,0,0,zombie eyes,0,knit new york,pink headphones,0,flat,hoodie down red,0,cig white,zombie mfer
1824,0,0,green,0,0,3D glasses,0,0,white headphones,0,smile,hoodie down blue,0,0,plain mfer
1825,comic mfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,0,oyster gold,yellow,0,0,vr,0,0,black headphones,0,smile,hoodie down red,0,0,plain mfer
1827,0,sub red,blue,0,0,regular eyes,0,0,white headphones,0,smile,0,mohawk black,cig white,charcoal mfer
1828,0,sub black,yellow,0,0,shades,0,0,pink headphones,0,smile,hoodie down pink,0,0,plain mfer
1829,0,sub blue,yellow,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig white,charcoal mfer
1830,0,sub black,blue,0,0,regular eyes,0,0,green headphones,0,smile,0,0,cig white,plain mfer
1831,0,sub red,red,0,0,nerd glasses,0,headband blue/green,blue headphones,0,smile,0,0,cig black,charcoal mfer
1832,0,sub red,red,0,0,nerd glasses,hoodie,0,black headphones,0,smile,0,0,cig black,plain mfer
1833,0,sub black,red,0,0,regular eyes,0,0,green headphones,0,flat,0,0,cig black,charcoal mfer
1834,0,oyster gold,blue,full beard,0,regular eyes,0,0,green headphones,0,flat,0,0,cig black,plain mfer
1835,0,argo black,red,full beard,gold chain,nerd glasses,0,headband pink/white,gold headphones,0,smile,0,0,cig black,plain mfer
1836,0,sub blue,yellow,0,0,regular eyes,0,headband pink/white,white headphones,0,smile,0,0,cig white,plain mfer
1837,0,sub blue,orange,0,0,regular eyes,0,0,white headphones,0,flat,0,0,pipe,charcoal mfer
1838,0,sub black,yellow,0,0,regular eyes,0,0,gold headphones,0,smile,0,messy red,cig black,plain mfer
1839,0,oyster silver,yellow,full beard,0,regular eyes,0,bandana dark gray,pink headphones,0,smile,collared shirt white,0,cig black,plain mfer
1840,0,0,graveyard,full beard,0,zombie eyes,0,0,white headphones,long hair black,smile,0,0,cig white,zombie mfer
1841,0,0,orange,0,0,regular eyes,0,knit buffalo,black headphones,0,flat,0,0,cig white,plain mfer
1842,0,sub red,green,0,0,regular eyes,0,0,red headphones,0,smile,collared shirt green,mohawk pink,cig black,plain mfer
1843,0,0,red,0,0,regular eyes,0,0,red headphones,long hair black,smile,collared shirt white,0,cig white,plain mfer
1844,0,sub black,green,0,0,regular eyes,0,0,pink headphones,0,smile,hoodie down green,0,cig black,plain mfer
1845,0,oyster silver,blue,0,0,shades,0,0,green headphones,0,smile,0,messy yellow,cig white,plain mfer
1846,0,oyster silver,orange,0,0,regular eyes,0,knit atlanta,black headphones,0,flat,hoodie down green,0,cig black,plain mfer
1847,0,0,green,0,0,regular eyes,0,bandana red,red headphones,0,flat,0,0,cig black,charcoal mfer
1848,0,sub rose,blue,full beard,0,regular eyes,0,0,black headphones,0,smile,hoodie down gray,mohawk yellow,cig black,charcoal mfer
1849,0,0,orange,0,0,regular eyes,0,headband green/white,pink headphones,long hair black,smile,0,0,cig white,plain mfer
1850,0,sub turquoise,blue,0,0,eye mask,hoodie,0,black headphones,0,smile,0,0,cig black,plain mfer
1851,0,0,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk red,cig white,charcoal mfer
1852,0,0,green,0,0,regular eyes,0,bandana red,black headphones,0,smile,0,0,cig white,plain mfer
1853,0,oyster gold,yellow,full beard,0,regular eyes,0,0,white headphones,0,smile,0,mohawk black,0,charcoal mfer
1854,0,sub red,orange,0,0,regular eyes,0,0,pink headphones,0,smile,0,0,cig white,plain mfer
1855,0,0,green,0,0,regular eyes,0,0,black headphones,long hair yellow,flat,0,0,cig white,charcoal mfer
1856,0,sub rose,red,0,0,regular eyes,0,headband blue/white,black headphones,0,smile,0,0,cig white,plain mfer
1857,0,sub blue,red,0,0,nerd glasses,0,bandana dark gray,gold headphones,0,flat,collared shirt white,0,pipe,charcoal mfer
1858,0,sub lantern (green),green,0,0,regular eyes,0,0,black headphones,0,flat,collared shirt blue,messy purple,0,charcoal mfer
1859,0,0,yellow,0,0,regular eyes,0,0,gold headphones,long hair black,smile,0,0,cig black,charcoal mfer
1860,0,sub rose,yellow,full beard,0,shades,0,knit cleveland,white headphones,0,smile,hoodie down pink,0,cig black,charcoal mfer
1861,0,oyster silver,blue,0,0,regular eyes,0,bandana dark gray,black headphones,0,smile,hoodie down gray,0,cig black,plain mfer
1862,0,sub black,red,0,0,vr,0,0,pink headphones,0,flat,0,mohawk black,cig white,charcoal mfer
1863,0,sub black,red,0,silver chain,regular eyes,0,headband blue/red,black headphones,0,smile,0,0,cig white,plain mfer
1864,0,sub lantern (green),orange,0,0,regular eyes,0,bandana blue,white headphones,long hair yellow,smile,hoodie down white,0,cig black,plain mfer
1865,0,argo black,blue,0,0,regular eyes,0,0,white headphones,0,smile,hoodie down blue,0,cig white,charcoal mfer
1866,0,0,blue,0,0,regular eyes,0,0,black headphones,long hair yellow,smile,hoodie down blue,0,cig white,plain mfer
1867,0,sub blue,orange,0,0,regular eyes,0,beanie,blue headphones,0,flat,0,0,cig white,plain mfer
1868,0,oyster silver,orange,0,0,regular eyes,0,0,red headphones,0,flat,0,messy yellow,cig black,charcoal mfer
1869,0,0,green,0,0,regular eyes,0,bandana dark gray,blue headphones,0,smile,0,0,cig white,plain mfer
1870,0,sub blue,blue,0,0,nerd glasses,0,0,red headphones,0,smile,collared shirt green,mohawk green,cig white,charcoal mfer
1871,0,oyster silver,blue,0,0,regular eyes,0,0,white headphones,long hair black,smile,0,0,0,plain mfer
1872,0,sub black,red,full beard,0,shades,0,0,black headphones,0,smile,collared shirt blue,0,cig black,charcoal mfer
1873,0,oyster silver,blue,0,0,regular eyes,0,headband green/white,black headphones,0,smile,0,0,cig white,plain mfer
1874,0,0,yellow,0,0,regular eyes,0,cap purple,red headphones,0,smile,0,0,cig black,plain mfer
1875,0,sub blue,red,0,0,regular eyes,0,knit dallas,black headphones,0,smile,0,0,cig white,plain mfer
1876,0,0,orange,0,0,regular eyes,0,0,white headphones,long hair yellow,smile,collared shirt white,0,cig black,plain mfer
1877,0,argo white,green,0,0,regular eyes,0,0,black headphones,long hair yellow,smile,hoodie down blue,0,cig black,plain mfer
1878,0,sub blue,red,0,0,regular eyes,0,0,green headphones,0,smile,0,0,pipe,charcoal mfer
1879,0,sub rose,blue,0,0,shades,0,headband blue/white,white headphones,0,flat,collared shirt green,0,pipe,plain mfer
1880,0,sub black,orange,full beard,0,regular eyes,0,0,white headphones,long hair black,flat,0,0,cig white,plain mfer
1881,0,sub rose,blue,0,0,regular eyes,0,0,white headphones,0,smile,0,0,cig black,plain mfer
1882,0,oyster gold,blue,0,0,regular eyes,0,0,green headphones,0,smile,hoodie down pink,0,cig white,plain mfer
1883,0,sub blue,green,0,0,regular eyes,0,0,white headphones,0,flat,collared shirt white,mohawk black,cig white,plain mfer
1884,0,sub red,yellow,0,0,purple shades,0,0,black headphones,0,smile,collared shirt turquoise,0,0,charcoal mfer
1885,0,0,green,full beard,0,regular eyes,0,0,black headphones,0,smile,hoodie down gray,0,cig black,charcoal mfer
1886,0,sub blue,blue,0,0,nerd glasses,0,0,white headphones,0,flat,0,0,cig white,charcoal mfer
1887,0,sub red,orange,full beard,0,regular eyes,0,cap monochrome,black headphones,long hair yellow,smile,0,0,cig white,charcoal mfer
1888,0,0,green,0,silver chain,regular eyes,0,headband green/white,white headphones,long hair black,smile,0,0,0,charcoal mfer
1889,0,0,blue,0,0,regular eyes,0,knit buffalo,gold headphones,long hair black,smile,0,0,cig black,plain mfer
1890,0,sub black,orange,0,0,regular eyes,0,knit las vegas,black headphones,0,smile,0,0,cig black,charcoal mfer
1891,0,sub black,yellow,0,0,eye mask,0,knit chicago,gold headphones,0,flat,0,0,0,plain mfer
1892,0,sub black,blue,0,0,regular eyes,0,0,red headphones,0,smile,0,0,cig black,plain mfer
1893,0,sub red,blue,0,0,regular eyes,0,bandana red,white headphones,0,flat,collared shirt blue,0,cig black,charcoal mfer
1894,0,sub blue,red,0,0,regular eyes,0,0,green headphones,long hair black,smile,hoodie down white,0,cig black,plain mfer
1895,0,0,red,0,0,regular eyes,0,knit chicago,black headphones,0,smile,0,0,0,plain mfer
1896,0,0,red,0,0,regular eyes,0,0,black headphones,0,smile,0,0,0,charcoal mfer
1897,0,sub turquoise,red,full beard,0,eye mask,0,0,white headphones,long hair black,smile,collared shirt blue,0,cig white,plain mfer
1898,0,sub lantern (green),orange,0,0,regular eyes,0,0,black headphones,long hair yellow,flat,0,0,cig white,charcoal mfer
1899,0,sub turquoise,orange,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down pink,0,cig white,plain mfer
1900,0,sub red,orange,0,silver chain,shades,0,0,white headphones,long hair black,smile,0,0,0,charcoal mfer
1901,0,oyster silver,green,0,0,regular eyes,0,0,green headphones,long hair black,smile,0,0,cig white,plain mfer
1902,0,oyster silver,orange,0,0,purple shades,0,0,white headphones,0,smile,collared shirt white,0,0,plain mfer
1903,0,argo black,blue,full beard,0,nerd glasses,0,0,black headphones,0,smile,0,0,cig black,plain mfer
1904,0,sub blue,yellow,full beard,0,regular eyes,0,0,black headphones,0,smile,hoodie down white,mohawk black,0,charcoal mfer
1905,0,0,yellow,0,0,regular eyes,0,0,black headphones,0,flat,0,messy red,cig black,plain mfer
1906,0,sub red,orange,0,0,nerd glasses,0,knit dallas,pink headphones,0,flat,0,0,cig black,plain mfer
1907,0,sub red,red,0,0,eye mask,0,0,black headphones,0,flat,0,mohawk yellow,cig white,plain mfer
1908,0,sub lantern (green),red,0,0,regular eyes,0,0,green headphones,long hair black,smile,hoodie down blue,0,cig white,charcoal mfer
1909,0,sub black,red,0,0,regular eyes,0,0,red headphones,0,smile,0,0,0,plain mfer
1910,0,oyster silver,red,0,0,regular eyes,0,0,white headphones,long hair black,smile,hoodie down gray,0,cig black,plain mfer
1911,0,oyster silver,green,0,0,vr,0,0,black headphones,long hair yellow,flat,0,0,cig white,plain mfer
1912,0,sub red,blue,0,0,regular eyes,0,0,pink headphones,0,smile,collared shirt pink,messy red,cig white,charcoal mfer
1913,0,oyster gold,orange,0,0,purple shades,0,0,blue headphones,0,smile,collared shirt turquoise,mohawk yellow,cig black,plain mfer
1914,0,0,blue,0,0,shades,0,0,black headphones,0,smile,0,0,cig black,charcoal mfer
1915,0,sub black,blue,0,0,regular eyes,0,0,blue headphones,long hair black,smile,0,0,pipe,charcoal mfer
1916,0,0,yellow,full beard,0,regular eyes,0,0,green headphones,0,smile,0,mohawk blue,cig black,charcoal mfer
1917,0,0,orange,0,0,regular eyes,0,knit miami,black headphones,0,smile,0,0,cig white,plain mfer
1918,0,0,red,0,0,nerd glasses,0,0,black headphones,0,smile,hoodie down blue,0,cig black,plain mfer
1919,0,0,blue,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt green,mohawk pink,cig white,charcoal mfer
1920,0,0,green,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down gray,messy red,cig black,plain mfer
1921,0,0,yellow,0,0,shades,0,knit atlanta,white headphones,long hair black,smile,hoodie down white,0,cig black,plain mfer
1922,0,sub black,green,0,0,vr,0,bandana dark gray,black headphones,0,smile,hoodie down gray,0,cig white,charcoal mfer
1923,0,sub rose,yellow,0,0,regular eyes,0,0,white headphones,long hair black,smile,0,0,cig black,plain mfer
1924,0,oyster silver,red,full beard,0,eye mask,0,0,pink headphones,0,smile,0,0,cig black,plain mfer
1925,0,sub black,orange,0,0,3D glasses,0,bandana dark gray,black headphones,0,smile,0,0,cig white,charcoal mfer
1926,0,0,red,0,0,regular eyes,0,0,black headphones,0,flat,hoodie down white,0,cig black,charcoal mfer
1927,0,oyster gold,red,0,0,regular eyes,top hat,0,black headphones,0,smile,collared shirt green,0,0,charcoal mfer
1928,0,sub red,yellow,0,0,regular eyes,0,0,pink headphones,0,flat,0,mohawk blue,0,charcoal mfer
1929,0,oyster gold,red,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig white,plain mfer
1930,0,argo black,red,0,0,purple shades,0,0,black headphones,0,smile,0,mohawk black,cig black,plain mfer
1931,0,sub red,blue,0,0,shades,0,knit baltimore,white headphones,0,smile,0,0,cig black,plain mfer
1932,0,oyster gold,orange,0,0,regular eyes,top hat,0,black headphones,0,flat,hoodie down pink,0,pipe,plain mfer
1933,0,sub rose,blue,0,0,regular eyes,0,knit las vegas,black headphones,0,smile,0,0,0,plain mfer
1934,0,0,yellow,full beard,0,regular eyes,0,0,red headphones,long hair black,smile,0,0,cig black,plain mfer
1935,0,sub red,green,0,0,3D glasses,0,0,black headphones,0,smile,0,messy red,0,plain mfer
1936,0,sub black,orange,0,0,purple shades,0,knit atlanta,lined headphones,0,smile,0,0,0,plain mfer
1937,0,0,blue,full beard,0,regular eyes,0,0,black headphones,0,smile,collared shirt turquoise,0,cig black,plain mfer
1938,0,argo white,green,0,0,3D glasses,0,0,pink headphones,long hair black,smile,hoodie down blue,0,cig white,charcoal mfer
1939,0,sub black,green,0,0,regular eyes,0,0,red headphones,0,smile,0,0,cig black,plain mfer
1940,0,sub black,red,0,0,regular eyes,0,0,green headphones,0,smile,collared shirt blue,0,cig white,charcoal mfer
1941,0,oyster silver,blue,0,0,regular eyes,0,knit pittsburgh,blue headphones,0,smile,0,0,cig white,plain mfer
1942,0,sub lantern (green),green,full beard,0,nerd glasses,0,knit dallas,white headphones,0,smile,0,0,cig black,plain mfer
1943,0,sub black,red,0,0,regular eyes,0,knit las vegas,blue headphones,0,smile,collared shirt white,0,cig black,plain mfer
1944,0,sub blue,green,full beard,0,regular eyes,0,headband green/white,black headphones,0,smile,0,0,cig black,charcoal mfer
1945,0,sub lantern (green),red,full beard,0,nerd glasses,pilot helmet,0,0,0,smile,0,0,cig black,charcoal mfer
1946,0,oyster silver,blue,0,0,3D glasses,0,knit new york,black headphones,0,flat,0,0,cig white,plain mfer
1947,0,sub blue,red,0,0,regular eyes,0,knit las vegas,black headphones,long hair yellow,smile,hoodie down white,0,cig black,charcoal mfer
1948,0,sub cola (blue/red),red,full beard,0,regular eyes,0,0,black headphones,0,smile,collared shirt white,messy yellow,cig black,plain mfer
1949,0,sub blue,green,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig white,charcoal mfer
1950,0,sub cola (blue/red),green,0,0,purple shades,0,0,blue headphones,long hair yellow,smile,0,0,cig black,plain mfer
1951,0,0,blue,0,0,regular eyes,hoodie,0,black headphones,0,smile,0,0,cig white,plain mfer
1952,0,0,yellow,0,0,regular eyes,0,headband blue/red,white headphones,0,smile,0,0,cig white,plain mfer
1953,0,0,red,0,0,regular eyes,0,0,black headphones,0,flat,collared shirt blue,messy purple,cig black,plain mfer
1954,0,sub red,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,0,0,charcoal mfer
1955,0,sub turquoise,orange,0,0,shades,0,0,pink headphones,0,smile,0,0,cig white,plain mfer
1956,0,sub black,yellow,0,0,3D glasses,0,bandana dark gray,pink headphones,0,smile,0,0,0,charcoal mfer
1957,0,sub rose,orange,full beard,0,regular eyes,0,bandana dark gray,white headphones,long hair black,smile,0,0,cig white,charcoal mfer
1958,0,oyster gold,yellow,0,0,eye mask,0,cap purple,pink headphones,0,flat,0,0,cig black,plain mfer
1959,0,sub lantern (green),red,0,0,regular eyes,0,beanie,white headphones,long hair yellow,smile,0,0,cig white,charcoal mfer
1960,0,sub turquoise,orange,0,0,eye mask,0,knit miami,black headphones,0,smile,0,0,cig white,plain mfer
1961,0,sub red,yellow,0,0,regular eyes,0,bandana dark gray,black headphones,0,smile,collared shirt green,0,cig white,charcoal mfer
1962,0,sub black,red,full beard,0,shades,0,0,black headphones,long hair yellow,smile,0,0,cig black,charcoal mfer
1963,0,sub rose,red,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk black,cig black,plain mfer
1964,0,oyster silver,orange,full beard,0,regular eyes,0,0,black headphones,0,smile,0,0,cig black,plain mfer
1965,0,0,green,0,0,nerd glasses,0,0,white headphones,0,smile,0,0,pipe,charcoal mfer
1966,0,0,orange,full beard,0,regular eyes,0,0,white headphones,0,smile,collared shirt green,0,0,plain mfer
1967,0,oyster silver,green,0,0,regular eyes,0,bandana dark gray,red headphones,0,smile,0,0,cig black,plain mfer
1968,0,0,green,full beard,0,regular eyes,0,0,black headphones,0,smile,collared shirt blue,0,0,plain mfer
1969,0,sub red,yellow,0,0,regular eyes,0,bandana red,blue headphones,0,smile,hoodie down white,0,cig black,charcoal mfer
1970,0,sub black,blue,0,0,regular eyes,0,0,white headphones,0,smile,hoodie down white,0,0,charcoal mfer
1971,0,sub black,yellow,0,0,eye mask,0,cap monochrome,gold headphones,long hair black,smile,collared shirt white,0,cig black,charcoal mfer
1972,0,sub red,red,0,0,regular eyes,0,knit buffalo,black headphones,0,smile,hoodie down blue,0,pipe,plain mfer
1973,0,0,orange,0,0,vr,0,knit new york,pink headphones,long hair yellow,smile,0,0,cig white,plain mfer
1974,0,sub black,yellow,0,0,regular eyes,0,0,red headphones,long hair black,smile,collared shirt white,0,0,plain mfer
1975,0,sub black,orange,0,0,regular eyes,0,0,green headphones,0,smile,collared shirt yellow,0,pipe,charcoal mfer
1976,0,oyster gold,green,0,0,regular eyes,0,0,white headphones,0,smile,0,mohawk red,cig white,plain mfer
1977,0,sub blue,yellow,full beard,0,purple shades,top hat,0,green headphones,long hair black,smile,collared shirt blue,0,0,charcoal mfer
1978,0,0,red,0,0,regular eyes,0,0,white headphones,0,smile,collared shirt turquoise,0,cig black,charcoal mfer
1979,0,sub red,yellow,0,0,regular eyes,0,knit new york,white headphones,0,smile,0,0,pipe,charcoal mfer
1980,0,sub red,red,0,0,regular eyes,0,headband green/white,black headphones,0,smile,0,0,cig white,plain mfer
1981,0,sub rose,green,0,0,shades,0,0,black headphones,0,smile,0,0,cig black,charcoal mfer
1982,0,0,yellow,0,0,regular eyes,0,0,white headphones,0,smile,0,mohawk blue,cig black,plain mfer
1983,0,0,green,0,0,regular eyes,0,knit san fran,green headphones,long hair black,smile,collared shirt white,0,cig white,charcoal mfer
1984,0,sub red,blue,0,0,regular eyes,0,0,white headphones,long hair black,smile,hoodie down white,0,cig black,plain mfer
1985,0,sub blue,green,0,0,regular eyes,0,cap purple,green headphones,0,smile,0,0,cig white,plain mfer
1986,0,0,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig black,charcoal mfer
1987,0,sub lantern (green),blue,0,0,regular eyes,0,beanie monochrome,black headphones,0,smile,0,0,cig black,charcoal mfer
1988,0,sub lantern (green),green,0,0,regular eyes,cowboy hat,0,red headphones,long hair black,smile,hoodie down pink,0,cig black,plain mfer
1989,0,sub red,yellow,0,0,regular eyes,0,knit buffalo,white headphones,long hair black,smile,hoodie down white,0,cig black,charcoal mfer
1990,0,sub rose,green,0,0,regular eyes,0,0,white headphones,0,smile,0,0,cig white,charcoal mfer
1991,0,0,red,0,0,nerd glasses,0,bandana dark gray,red headphones,0,smile,hoodie down gray,0,cig white,charcoal mfer
