token_id,1/1,4:20 watch,background,beard,chain,eyes,hat over headphones,hat under headphones,headphones,long hair,mouth,shirt,short hair,smoke,type
1,0,sub red,red,0,0,nerd glasses,0,bandana dark gray,white headphones,0,smile,collared shirt blue,0,0,charcoal mfer
2,0,sub bat (blue/black),orange,0,0,regular eyes,0,headband green/white,pink headphones,long hair black,smile,0,0,cig black,charcoal mfer
3,0,sub red,graveyard,full beard,0,zombie eyes,0,beanie,white headphones,0,smile,0,0,cig black,zombie mfer
4,0,sub lantern (green),green,0,0,regular eyes,0,0,white headphones,0,smile,0,mohawk blue,cig white,plain mfer
5,0,0,orange,0,0,shades,0,bandana dark gray,pink headphones,long hair black,smile,0,0,cig white,plain mfer
6,0,argo black,orange,0,0,vr,0,0,black headphones,0,smile,hoodie down gray,messy red,cig white,plain mfer
7,0,oyster silver,yellow,0,0,regular eyes,0,0,white headphones,0,smile,0,mohawk pink,cig black,charcoal mfer
8,0,sub lantern (green),orange,0,0,regular eyes,0,0,pink headphones,long hair black,smile,0,0,cig black,plain mfer
9,0,sub black,orange,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt white,mohawk green,cig white,charcoal mfer
10,0,oyster silver,red,full beard,0,regular eyes,0,0,white headphones,0,smile,hoodie down gray,0,0,plain mfer
11,0,sub black,orange,full beard,0,nerd glasses,cowboy hat,0,black headphones,0,smile,hoodie down gray,0,cig white,charcoal mfer
12,0,0,red,0,0,regular eyes,0,knit dallas,pink headphones,0,smile,0,0,0,charcoal mfer
13,0,sub lantern (green),blue,0,0,regular eyes,0,headband blue/white,black headphones,long hair yellow,smile,hoodie down gray,0,0,charcoal mfer
14,0,sub red,orange,0,0,nerd glasses,0,0,white headphones,0,smile,collared shirt blue,0,0,plain mfer
15,0,sub blue,orange,full beard,0,regular eyes,0,0,black headphones,0,smile,0,0,cig white,plain mfer
16,0,sub red,yellow,0,0,shades,0,bandana red,black headphones,0,smile,0,0,cig black,charcoal mfer
17,0,oyster gold,yellow,0,silver chain,regular eyes,0,knit atlanta,black headphones,0,flat,0,0,cig white,charcoal mfer
18,0,oyster silver,red,0,0,regular eyes,0,knit cleveland,black headphones,0,smile,collared shirt white,0,cig black,plain mfer
19,0,sub blue,red,0,0,regular eyes,0,0,gold headphones,0,smile,0,0,0,plain mfer
20,0,sub red,red,0,0,regular eyes,0,0,blue headphones,0,smile,0,0,cig black,plain mfer
21,0,sub black,orange,0,0,regular eyes,0,knit kc,gold headphones,long hair black,smile,0,0,cig white,plain mfer
22,0,sub black,yellow,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down gray,0,cig black,plain mfer
23,0,sub red,yellow,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down white,0,cig white,plain mfer
24,0,0,yellow,full beard,0,regular eyes,0,0,pink headphones,long hair black,smile,collared shirt blue,0,cig white,plain mfer
25,0,sub blue,orange,0,0,regular eyes,0,0,pink headphones,0,smile,hoodie down gray,mohawk black,cig white,plain mfer
26,0,oyster silver,red,0,0,regular eyes,cowboy hat,0,black headphones,0,smile,0,0,cig white,charcoal mfer
27,0,oyster silver,yellow,0,0,regular eyes,0,bandana red,green headphones,long hair black,smile,collared shirt green,0,0,plain mfer
28,0,sub rose,red,0,0,3D glasses,0,0,black headphones,0,flat,collared shirt green,mohawk black,cig black,plain mfer
29,0,sub lantern (green),green,0,0,purple shades,0,knit pittsburgh,white headphones,0,smile,0,0,cig white,plain mfer
30,0,oyster gold,yellow,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down white,0,cig white,plain mfer
31,0,sub lantern (green),yellow,0,0,regular eyes,0,bandana dark gray,black headphones,0,smile,collared shirt blue,0,cig white,plain mfer
32,0,sub black,orange,0,0,3D glasses,0,0,white headphones,long hair black,smile,0,0,pipe,plain mfer
33,0,0,orange,0,0,regular eyes,0,0,black headphones,0,flat,collared shirt blue,0,pipe,plain mfer
34,0,0,red,0,silver chain,regular eyes,0,0,black headphones,0,smile,0,0,cig white,charcoal mfer
35,0,sub red,orange,0,0,regular eyes,0,0,red headphones,long hair black,smile,collared shirt white,0,0,charcoal mfer
36,0,sub black,blue,0,0,regular eyes,0,0,black headphones,0,flat,0,mohawk black,cig white,charcoal mfer
37,0,sub red,blue,0,0,regular eyes,0,0,gold headphones,0,flat,hoodie down green,mohawk black,0,plain mfer
38,0,sub rose,red,0,0,regular eyes,0,knit baltimore,green headphones,0,smile,0,0,cig black,plain mfer
39,0,sub turquoise,blue,0,0,shades,0,headband blue/white,pink headphones,0,smile,0,0,cig black,plain mfer
40,0,sub black,red,full beard,0,regular eyes,0,knit chicago,white headphones,0,smile,collared shirt white,0,cig white,plain mfer
41,0,sub bat (blue/black),yellow,0,0,regular eyes,0,cap monochrome,black headphones,0,smile,collared shirt white,0,0,charcoal mfer
42,0,sub black,orange,0,0,regular eyes,0,headband blue/white,white headphones,0,smile,collared shirt white,0,cig white,plain mfer
43,0,0,red,0,0,regular eyes,0,0,white headphones,0,smile,0,0,pipe,plain mfer
44,0,0,blue,full beard,0,regular eyes,0,0,pink headphones,0,smile,0,0,0,plain mfer
45,0,0,red,0,0,regular eyes,0,knit pittsburgh,white headphones,0,smile,hoodie down gray,0,cig white,charcoal mfer
46,0,sub red,orange,0,0,regular eyes,0,0,red headphones,0,smile,0,mohawk black,cig black,charcoal mfer
47,0,0,yellow,0,0,purple shades,0,0,black headphones,0,smile,hoodie down white,mohawk pink,cig white,plain mfer
48,0,oyster silver,orange,0,0,regular eyes,0,headband blue/white,black headphones,0,smile,0,0,cig black,charcoal mfer
49,0,sub bat (blue/black),blue,0,0,regular eyes,0,0,red headphones,0,smile,hoodie down white,0,cig black,charcoal mfer
50,0,oyster gold,red,0,0,regular eyes,0,headband green/white,black headphones,0,smile,0,0,cig white,charcoal mfer
51,0,0,yellow,0,0,vr,0,0,black headphones,0,smile,0,0,0,plain mfer
52,0,oyster silver,yellow,0,0,nerd glasses,0,0,blue headphones,long hair black,smile,hoodie down gray,0,cig black,charcoal mfer
53,0,sub black,green,0,0,shades,0,headband green/white,black headphones,0,smile,0,0,cig white,charcoal mfer
54,0,sub black,green,0,0,regular eyes,0,knit atlanta,black headphones,0,smile,hoodie down green,0,cig black,charcoal mfer
55,0,sub bat (blue/black),yellow,0,0,regular eyes,0,0,white headphones,0,flat,collared shirt white,0,cig black,charcoal mfer
56,0,0,orange,full beard,0,regular eyes,0,0,white headphones,0,smile,0,0,cig black,charcoal mfer
57,0,sub blue,orange,0,0,regular eyes,0,0,green headphones,long hair black,flat,0,0,0,charcoal mfer
58,0,0,red,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk green,cig black,plain mfer
59,0,sub lantern (green),blue,0,0,regular eyes,0,0,white headphones,0,smile,hoodie down gray,messy yellow,cig black,charcoal mfer
60,0,sub bat (blue/black),orange,0,0,regular eyes,0,knit san fran,black headphones,0,flat,0,0,cig black,plain mfer
61,0,sub black,blue,0,0,3D glasses,0,0,green headphones,0,smile,0,0,cig black,plain mfer
62,0,sub lantern (green),green,0,0,shades,0,0,white headphones,long hair yellow,flat,0,0,0,charcoal mfer
63,0,sub blue,orange,0,silver chain,purple shades,0,0,black headphones,0,smile,0,0,cig black,plain mfer
64,0,sub black,orange,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk blue,cig white,charcoal mfer
65,0,sub red,orange,0,0,regular eyes,0,0,white headphones,long hair yellow,smile,0,0,cig black,plain mfer
66,0,sub black,orange,0,0,shades,0,0,red headphones,long hair black,smile,hoodie down blue,0,cig black,charcoal mfer
67,0,0,red,0,0,regular eyes,0,0,pink headphones,long hair yellow,smile,0,0,cig black,charcoal mfer
68,0,oyster gold,green,0,0,regular eyes,0,knit dallas,black headphones,0,flat,hoodie down pink,0,cig white,charcoal mfer
69,0,0,green,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down gray,mohawk green,cig white,plain mfer
70,0,sub black,orange,0,0,shades,0,0,red headphones,long hair black,smile,hoodie down white,0,cig black,plain mfer
71,0,oyster silver,blue,0,0,purple shades,0,0,white headphones,0,flat,0,mohawk blue,0,plain mfer
72,0,sub black,orange,full beard,0,nerd glasses,top hat,0,green headphones,0,flat,0,0,cig black,plain mfer
73,0,0,green,0,0,purple shades,0,0,black headphones,0,flat,0,0,0,charcoal mfer
74,0,oyster silver,blue,0,0,eye mask,0,0,green headphones,long hair black,smile,collared shirt yellow,0,cig white,plain mfer
75,0,sub red,red,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down green,messy purple,cig white,plain mfer
76,0,sub bat (blue/black),green,0,0,regular eyes,0,0,white headphones,0,flat,collared shirt blue,0,cig white,plain mfer
77,0,sub black,yellow,0,0,regular eyes,0,bandana dark gray,black headphones,0,smile,0,0,cig white,plain mfer
78,0,sub lantern (green),green,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk black,cig black,charcoal mfer
79,0,sub black,orange,0,0,regular eyes,0,knit miami,pink headphones,0,smile,0,0,cig white,plain mfer
80,0,sub rose,orange,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down gray,0,cig white,plain mfer
81,0,sub red,yellow,0,0,regular eyes,0,headband pink/white,pink headphones,0,smile,collared shirt blue,0,cig white,plain mfer
82,0,0,red,0,0,regular eyes,0,0,green headphones,0,smile,hoodie down green,0,cig black,charcoal mfer
83,0,sub red,orange,0,0,regular eyes,0,0,red headphones,0,smile,hoodie down red,0,0,charcoal mfer
84,0,sub black,red,0,0,regular eyes,0,headband blue/white,black headphones,0,smile,collared shirt blue,0,0,plain mfer
85,0,sub black,blue,0,0,shades,0,0,green headphones,long hair black,smile,0,0,pipe,plain mfer
86,0,oyster silver,yellow,0,0,regular eyes,0,bandana dark gray,green headphones,0,smile,0,0,0,charcoal mfer
87,0,sub black,yellow,0,0,purple shades,0,0,pink headphones,0,smile,0,0,cig white,plain mfer
88,0,sub blue,red,0,0,regular eyes,top hat,0,blue headphones,0,flat,collared shirt turquoise,0,cig black,charcoal mfer
89,0,argo black,blue,0,0,regular eyes,0,knit cleveland,blue headphones,0,smile,0,0,0,charcoal mfer
90,0,0,red,0,0,regular eyes,0,knit las vegas,white headphones,long hair black,smile,0,0,0,charcoal mfer
91,0,0,green,0,0,3D glasses,0,0,white headphones,0,smile,collared shirt pink,mohawk pink,cig black,plain mfer
92,0,sub black,green,0,0,regular eyes,0,0,pink headphones,0,smile,collared shirt white,0,cig white,charcoal mfer
93,0,argo white,green,0,0,purple shades,0,0,green headphones,long hair yellow,smile,collared shirt blue,0,cig black,plain mfer
94,0,sub lantern (green),blue,0,silver chain,shades,0,0,white headphones,0,smile,0,0,cig black,charcoal mfer
95,0,0,orange,0,0,regular eyes,0,bandana dark gray,green headphones,0,flat,collared shirt yellow,0,0,charcoal mfer
96,0,oyster gold,orange,0,0,nerd glasses,0,0,black headphones,0,smile,0,mohawk blue,pipe,plain mfer
97,0,sub red,yellow,0,0,regular eyes,0,beanie,white headphones,long hair black,smile,0,0,cig white,plain mfer
98,0,0,orange,0,0,regular eyes,0,knit baltimore,black headphones,0,flat,0,0,cig white,plain mfer
99,0,sub rose,yellow,0,0,regular eyes,0,0,green headphones,long hair black,smile,0,0,cig black,plain mfer
100,0,sub red,yellow,0,0,regular eyes,0,headband pink/white,white headphones,0,smile,hoodie down white,0,cig white,charcoal mfer
101,0,sub bat (blue/black),red,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt turquoise,mohawk green,cig white,charcoal mfer
102,0,sub black,red,0,0,regular eyes,0,beanie,black headphones,long hair yellow,smile,0,0,cig white,plain mfer
103,0,0,red,0,0,regular eyes,hoodie,0,blue headphones,0,smile,0,0,cig black,plain mfer
104,0,sub black,blue,0,silver chain,regular eyes,0,0,pink headphones,long hair black,smile,0,0,cig white,plain mfer
105,0,sub black,yellow,0,0,regular eyes,0,0,lined headphones,0,smile,hoodie down blue,mohawk black,cig white,charcoal mfer
106,0,oyster gold,green,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt blue,0,cig black,plain mfer
107,0,sub lantern (green),blue,0,0,vr,0,cap purple,black headphones,0,smile,hoodie down gray,0,cig black,charcoal mfer
108,0,0,red,0,0,purple shades,0,0,red headphones,0,smile,0,mohawk yellow,pipe,charcoal mfer
109,0,sub black,yellow,0,silver chain,regular eyes,0,cap purple,white headphones,long hair black,flat,0,0,cig black,plain mfer
110,0,0,yellow,0,0,vr,0,0,green headphones,0,flat,hoodie down blue,messy red,cig white,plain mfer
111,0,0,red,0,0,regular eyes,0,0,blue headphones,long hair black,smile,collared shirt turquoise,0,cig white,plain mfer
112,0,sub black,blue,0,0,regular eyes,0,knit atlanta,black headphones,long hair yellow,flat,collared shirt blue,0,cig black,charcoal mfer
113,0,sub cola (blue/red),green,0,0,shades,0,0,black headphones,0,smile,0,messy purple,0,plain mfer
114,0,oyster gold,orange,0,0,regular eyes,0,0,green headphones,0,flat,0,0,cig black,plain mfer
115,0,0,green,0,0,regular eyes,0,headband blue/green,blue headphones,long hair black,smile,0,0,cig black,plain mfer
116,0,oyster silver,green,0,silver chain,regular eyes,0,knit las vegas,black headphones,0,smile,0,0,pipe,charcoal mfer
117,0,sub turquoise,blue,full beard,0,nerd glasses,0,0,green headphones,0,smile,0,0,cig black,plain mfer
118,0,0,red,0,0,regular eyes,0,0,blue headphones,long hair black,smile,0,0,cig white,plain mfer
119,0,sub red,yellow,0,0,regular eyes,0,bandana red,green headphones,0,smile,collared shirt white,0,cig black,charcoal mfer
120,0,sub turquoise,green,0,0,regular eyes,0,0,pink headphones,0,smile,collared shirt blue,0,cig white,plain mfer
121,0,argo white,yellow,0,0,regular eyes,0,bandana blue,pink headphones,long hair black,smile,0,0,cig black,charcoal mfer
122,0,sub red,green,0,0,regular eyes,0,knit buffalo,green headphones,long hair black,flat,0,0,cig white,plain mfer
123,0,sub black,blue,0,0,nerd glasses,0,knit cleveland,white headphones,0,smile,collared shirt white,0,0,charcoal mfer
124,0,sub black,red,0,0,regular eyes,0,0,blue headphones,0,smile,0,0,0,charcoal mfer
125,0,0,yellow,0,0,nerd glasses,0,0,black headphones,0,smile,hoodie down gray,mohawk black,cig white,plain mfer
126,0,sub red,orange,0,0,vr,0,0,red headphones,0,smile,collared shirt blue,0,cig white,charcoal mfer
127,0,sub black,red,full beard,0,regular eyes,0,0,black headphones,0,smile,0,0,pipe,plain mfer
128,0,sub lantern (green),red,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk green,cig white,charcoal mfer
129,0,0,orange,0,0,regular eyes,0,knit cleveland,black headphones,0,smile,collared shirt pink,0,cig white,charcoal mfer
130,0,sub blue,yellow,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down pink,0,cig black,charcoal mfer
131,0,sub red,green,0,0,regular eyes,0,0,red headphones,long hair black,flat,hoodie down white,0,cig white,charcoal mfer
132,0,sub red,green,0,0,purple shades,0,0,black headphones,0,smile,0,mohawk yellow,pipe,charcoal mfer
133,0,sub lantern (green),blue,0,silver chain,purple shades,0,0,pink headphones,0,smile,0,0,cig white,plain mfer
134,0,sub red,green,0,0,3D glasses,0,0,pink headphones,0,flat,collared shirt green,mohawk yellow,cig black,charcoal mfer
135,0,oyster silver,blue,0,0,regular eyes,0,bandana blue,green headphones,long hair black,flat,collared shirt pink,0,0,plain mfer
136,0,argo black,blue,0,0,regular eyes,0,0,green headphones,0,smile,0,messy black,cig white,charcoal mfer
137,0,sub red,yellow,0,0,regular eyes,0,0,blue headphones,long hair black,smile,0,0,0,charcoal mfer
138,0,oyster silver,green,0,0,nerd glasses,0,knit dallas,black headphones,0,flat,0,0,cig black,plain mfer
139,0,0,red,0,0,regular eyes,0,cap monochrome,black headphones,0,smile,0,0,pipe,charcoal mfer
140,pop mfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,sub black,orange,0,0,vr,0,0,black headphones,0,flat,collared shirt blue,0,cig white,charcoal mfer
142,0,0,yellow,0,0,regular eyes,0,0,black headphones,0,flat,hoodie down gray,mohawk green,0,plain mfer
143,0,sub black,orange,0,0,regular eyes,0,knit atlanta,white headphones,0,smile,0,0,cig white,plain mfer
144,0,0,yellow,0,0,3D glasses,0,0,white headphones,0,smile,0,0,0,charcoal mfer
145,0,0,red,0,0,regular eyes,cowboy hat,0,gold headphones,0,smile,collared shirt yellow,0,cig black,plain mfer
146,0,sub red,green,0,silver chain,regular eyes,0,knit las vegas,black headphones,0,flat,0,0,0,plain mfer
147,0,sub black,orange,0,0,regular eyes,0,0,white headphones,0,smile,collared shirt green,mohawk purple,0,charcoal mfer
148,0,sub bat (blue/black),green,0,0,nerd glasses,0,0,red headphones,0,smile,0,mohawk black,cig white,plain mfer
149,0,0,blue,0,0,regular eyes,0,0,black headphones,0,flat,0,messy yellow,0,plain mfer
150,0,sub rose,red,full beard,0,regular eyes,0,0,pink headphones,long hair black,flat,0,0,cig black,plain mfer
151,0,oyster silver,blue,full beard,0,regular eyes,0,knit las vegas,white headphones,0,smile,collared shirt green,0,pipe,charcoal mfer
152,0,sub turquoise,blue,0,0,regular eyes,0,knit buffalo,black headphones,long hair yellow,flat,collared shirt green,0,cig black,plain mfer
153,0,sub cola (blue/red),orange,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig white,charcoal mfer
154,0,sub black,red,0,0,regular eyes,0,headband green/white,gold headphones,0,smile,collared shirt white,0,cig black,plain mfer
155,0,sub red,green,0,0,vr,0,0,black headphones,0,smile,collared shirt pink,mohawk pink,cig black,plain mfer
156,0,sub turquoise,green,0,0,regular eyes,0,0,black headphones,0,flat,0,0,cig white,plain mfer
157,0,sub black,green,0,0,regular eyes,0,0,white headphones,0,flat,0,0,cig black,charcoal mfer
158,0,0,orange,0,0,regular eyes,0,0,red headphones,0,flat,0,mohawk yellow,cig white,plain mfer
159,0,0,blue,full beard,0,nerd glasses,0,0,green headphones,0,smile,0,0,cig black,plain mfer
160,0,sub turquoise,blue,full beard,0,regular eyes,0,0,blue headphones,0,smile,hoodie down blue,0,cig black,plain mfer
161,0,0,yellow,0,0,nerd glasses,0,0,black headphones,0,smile,0,mohawk black,cig white,plain mfer
162,0,0,red,0,0,3D glasses,0,0,white headphones,0,smile,collared shirt turquoise,mohawk yellow,0,plain mfer
163,0,oyster silver,orange,0,0,shades,0,knit chicago,white headphones,0,smile,0,0,0,plain mfer
164,0,oyster gold,orange,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down white,0,0,charcoal mfer
165,0,sub turquoise,red,full beard,0,regular eyes,0,0,blue headphones,0,flat,0,0,cig black,plain mfer
166,0,sub black,yellow,full beard,0,regular eyes,0,0,white headphones,0,flat,0,0,cig white,plain mfer
167,0,0,blue,0,0,shades,0,knit cleveland,blue headphones,long hair black,flat,0,0,cig white,charcoal mfer
168,0,sub black,orange,0,0,regular eyes,0,0,white headphones,0,flat,hoodie down pink,0,cig black,charcoal mfer
169,0,0,orange,0,0,shades,0,0,black headphones,0,smile,0,0,cig black,plain mfer
170,0,sub black,yellow,0,0,3D glasses,0,0,gold headphones,0,smile,collared shirt white,0,cig black,plain mfer
171,0,sub black,orange,0,0,regular eyes,0,knit dallas,black headphones,0,flat,collared shirt green,0,cig black,plain mfer
172,0,0,red,0,0,regular eyes,0,0,blue headphones,0,smile,0,messy black,0,plain mfer
173,0,sub blue,orange,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt blue,messy yellow,cig white,charcoal mfer
174,0,oyster silver,yellow,0,0,purple shades,cowboy hat,0,pink headphones,0,smile,collared shirt turquoise,0,pipe,plain mfer
175,0,sub black,blue,full beard,silver chain,regular eyes,0,0,black headphones,0,smile,0,0,cig black,plain mfer
176,0,sub black,green,0,0,regular eyes,0,0,pink headphones,0,smile,hoodie down white,0,cig black,plain mfer
177,0,argo black,red,0,0,regular eyes,0,bandana blue,black headphones,0,smile,0,0,pipe,plain mfer
178,0,0,blue,0,0,purple shades,0,0,white headphones,0,smile,0,mohawk black,cig white,charcoal mfer
179,0,sub black,red,full beard,0,shades,0,0,white headphones,0,smile,0,0,cig black,plain mfer
180,0,sub red,red,0,0,shades,0,0,pink headphones,long hair black,smile,hoodie down green,0,cig black,plain mfer
181,0,sub black,green,full beard,0,regular eyes,0,knit miami,black headphones,long hair yellow,flat,hoodie down gray,0,0,charcoal mfer
182,0,0,blue,0,0,regular eyes,0,0,red headphones,0,smile,0,0,cig white,plain mfer
183,0,sub red,yellow,0,0,regular eyes,0,0,gold headphones,0,smile,0,mohawk green,cig black,charcoal mfer
184,0,sub black,blue,0,silver chain,regular eyes,0,0,white headphones,0,smile,0,mohawk pink,cig white,charcoal mfer
185,0,sub black,red,0,0,regular eyes,0,0,black headphones,long hair yellow,smile,collared shirt green,0,cig white,plain mfer
186,0,sub red,yellow,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt pink,0,cig white,plain mfer
187,0,sub cola (blue/red),blue,0,0,regular eyes,0,knit baltimore,white headphones,0,smile,hoodie down green,0,cig white,plain mfer
188,0,0,orange,0,0,regular eyes,0,bandana red,black headphones,0,smile,0,0,cig black,charcoal mfer
189,0,sub lantern (green),red,0,0,regular eyes,0,0,black headphones,long hair yellow,smile,0,0,cig white,plain mfer
190,0,0,green,0,0,regular eyes,0,knit new york,black headphones,0,flat,hoodie down pink,0,cig black,plain mfer
191,0,sub black,red,0,0,regular eyes,0,headband blue/white,black headphones,0,flat,collared shirt blue,0,cig white,plain mfer
192,0,sub red,red,0,0,regular eyes,0,0,black headphones,long hair yellow,flat,hoodie down blue,0,cig black,plain mfer
193,0,sub black,yellow,0,0,regular eyes,0,0,white headphones,long hair black,smile,hoodie down blue,0,0,plain mfer
194,0,0,green,0,0,regular eyes,0,0,white headphones,long hair yellow,smile,0,0,cig black,plain mfer
195,0,0,blue,0,0,eye mask,0,0,pink headphones,0,smile,0,0,cig black,plain mfer
196,0,0,green,0,0,shades,0,knit kc,black headphones,0,flat,0,0,cig white,charcoal mfer
197,0,sub lantern (green),green,0,0,regular eyes,0,knit las vegas,red headphones,long hair black,smile,hoodie down blue,0,0,plain mfer
198,0,sub cola (blue/red),blue,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down pink,0,cig white,plain mfer
199,0,0,yellow,0,0,eye mask,0,0,blue headphones,0,smile,0,messy black,cig black,plain mfer
200,0,sub black,orange,0,0,regular eyes,0,knit san fran,white headphones,long hair black,smile,collared shirt white,0,cig white,plain mfer
201,0,0,red,0,0,regular eyes,0,0,white headphones,long hair black,smile,0,0,pipe,plain mfer
202,0,oyster gold,orange,0,0,regular eyes,0,0,red headphones,0,smile,hoodie down pink,0,0,charcoal mfer
203,0,sub lantern (green),blue,0,0,regular eyes,0,0,white headphones,long hair black,smile,hoodie down white,0,cig black,charcoal mfer
204,0,sub turquoise,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig black,plain mfer
205,0,oyster silver,green,0,0,eye mask,0,0,black headphones,0,flat,0,0,cig black,plain mfer
206,0,sub red,yellow,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down green,0,cig white,plain mfer
207,0,sub black,blue,0,0,regular eyes,0,knit cleveland,red headphones,long hair black,smile,0,0,cig white,charcoal mfer
208,0,oyster silver,orange,0,0,regular eyes,0,0,red headphones,0,flat,hoodie down gray,mohawk purple,cig black,charcoal mfer
209,0,sub blue,green,0,0,regular eyes,0,0,black headphones,0,smile,0,0,0,plain mfer
210,0,sub red,green,0,0,shades,0,headband pink/white,pink headphones,long hair black,smile,collared shirt blue,0,cig white,plain mfer
211,0,sub red,green,0,0,purple shades,0,0,black headphones,0,smile,0,mohawk blue,0,plain mfer
212,0,sub turquoise,yellow,0,0,regular eyes,0,0,white headphones,0,flat,collared shirt green,mohawk blue,pipe,charcoal mfer
213,0,argo black,blue,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt blue,0,0,plain mfer
214,0,sub black,graveyard,0,0,zombie eyes,0,headband blue/white,black headphones,0,smile,collared shirt turquoise,0,cig white,zombie mfer
215,0,sub red,yellow,0,0,regular eyes,0,bandana dark gray,black headphones,0,smile,0,0,cig white,plain mfer
216,0,0,orange,0,0,regular eyes,0,0,white headphones,0,smile,0,messy red,cig white,plain mfer
217,0,sub black,green,0,0,regular eyes,0,0,red headphones,0,flat,0,0,cig black,charcoal mfer
218,0,0,green,0,0,regular eyes,0,0,pink headphones,0,smile,0,messy red,cig white,charcoal mfer
219,0,argo white,orange,full beard,0,regular eyes,0,cap monochrome,black headphones,0,smile,0,0,cig white,plain mfer
220,0,sub bat (blue/black),yellow,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk black,cig white,charcoal mfer
221,0,sub black,blue,0,0,vr,0,0,green headphones,0,smile,0,mohawk black,0,plain mfer
222,0,oyster silver,green,0,0,regular eyes,0,0,blue headphones,long hair black,smile,collared shirt yellow,0,cig white,plain mfer
223,0,0,yellow,0,0,regular eyes,0,0,white headphones,0,smile,0,0,cig white,plain mfer
224,0,0,red,0,0,regular eyes,0,knit atlanta,white headphones,long hair black,smile,hoodie down blue,0,cig white,plain mfer
225,0,sub black,yellow,0,0,regular eyes,0,headband blue/white,black headphones,0,smile,0,0,cig white,charcoal mfer
226,0,0,red,0,0,regular eyes,0,0,white headphones,long hair black,smile,0,0,cig black,plain mfer
227,0,0,orange,0,0,nerd glasses,0,0,gold headphones,0,flat,collared shirt white,0,cig white,plain mfer
228,0,0,blue,0,0,shades,0,0,gold headphones,0,smile,0,0,cig white,plain mfer
229,0,0,red,0,0,regular eyes,0,0,green headphones,long hair yellow,smile,0,0,cig black,charcoal mfer
230,0,0,blue,0,0,regular eyes,0,0,red headphones,long hair yellow,smile,collared shirt pink,0,cig black,charcoal mfer
231,0,oyster gold,blue,0,0,regular eyes,0,knit kc,green headphones,0,smile,hoodie down blue,0,cig black,charcoal mfer
232,0,0,blue,0,0,regular eyes,0,0,black headphones,0,flat,collared shirt white,0,0,plain mfer
233,0,sub rose,orange,0,0,regular eyes,0,0,black headphones,0,flat,0,mohawk black,cig black,charcoal mfer
234,0,sub black,red,0,0,regular eyes,0,beanie,pink headphones,0,smile,0,0,cig white,charcoal mfer
235,0,0,orange,0,0,purple shades,0,bandana dark gray,white headphones,0,flat,hoodie down gray,0,cig black,charcoal mfer
236,0,sub blue,green,0,0,eye mask,0,headband blue/white,black headphones,0,smile,collared shirt white,0,cig black,charcoal mfer
237,0,sub lantern (green),yellow,0,0,regular eyes,0,0,white headphones,0,smile,0,0,cig white,charcoal mfer
238,0,argo black,blue,0,0,regular eyes,0,0,white headphones,long hair black,smile,collared shirt blue,0,0,plain mfer
239,0,0,green,0,0,regular eyes,0,0,pink headphones,0,smile,hoodie down pink,0,cig white,plain mfer
240,0,oyster silver,red,0,0,regular eyes,0,0,black headphones,0,flat,hoodie down white,0,cig white,plain mfer
241,0,sub red,yellow,0,0,purple shades,0,0,blue headphones,0,smile,0,0,cig white,plain mfer
242,0,sub black,yellow,full beard,0,shades,hoodie,0,blue headphones,0,smile,0,0,cig black,plain mfer
243,0,sub red,yellow,0,0,vr,0,0,green headphones,long hair black,flat,collared shirt pink,0,pipe,plain mfer
244,0,sub black,orange,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down blue,0,cig white,plain mfer
245,0,sub rose,yellow,0,0,regular eyes,0,0,white headphones,0,smile,0,messy purple,cig white,plain mfer
246,0,0,blue,0,silver chain,regular eyes,0,0,black headphones,0,flat,0,0,cig white,charcoal mfer
247,0,sub black,green,0,0,3D glasses,0,knit cleveland,black headphones,long hair yellow,smile,hoodie down blue,0,cig white,plain mfer
248,0,0,red,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt blue,0,cig white,plain mfer
249,0,sub red,yellow,0,0,regular eyes,0,headband pink/white,white headphones,0,smile,collared shirt pink,0,cig black,plain mfer
